TaskNumber,EstimateOn,StartedOn,CompletedOn
12421,02-Aug-11,02-Aug-11,03-Aug-11
12422,02-Aug-11,02-Aug-11,
12423,02-Aug-11,02-Aug-11,02-Aug-11
12424,02-Aug-11,02-Aug-11,02-Aug-11
12425,12-Jul-11,12-Jul-11,12-Jul-11
12426,21-Jul-11,21-Jul-11,
12427,03-Aug-11,03-Aug-11,
12428,03-Aug-11,03-Aug-11,03-Aug-11
12429,03-Aug-11,03-Aug-11,05-Aug-11
12430,04-Aug-11,04-Aug-11,04-Aug-11
12431,04-Aug-11,04-Aug-11,31-Aug-11
12432,05-Aug-11,05-Aug-11,
12433,05-Aug-11,05-Aug-11,
12433,05-Aug-11,05-Aug-11,
12434,08-Aug-11,08-Aug-11,08-Aug-11
12435,08-Aug-11,08-Aug-11,12-Aug-11
12436,08-Aug-11,08-Aug-11,26-Aug-11
12437,08-Aug-11,08-Aug-11,08-Aug-11
12438,09-Aug-11,09-Aug-11,
12439,10-Aug-11,10-Aug-11,10-Aug-11
12440,10-Aug-11,10-Aug-11,10-Aug-11
12441,10-Aug-11,10-Aug-11,10-Aug-11
12442,10-Aug-11,10-Aug-11,10-Aug-11
12443,10-Aug-11,10-Aug-11,10-Aug-11
12444,10-Aug-11,10-Aug-11,
12445,11-Aug-11,11-Aug-11,11-Aug-11
12446,11-Aug-11,11-Aug-11,11-Aug-11
12447,11-Aug-11,11-Aug-11,11-Aug-11
12448,12-Aug-11,12-Aug-11,
12449,14-Aug-11,14-Aug-11,14-Aug-11
12450,15-Aug-11,15-Aug-11,15-Aug-11
12451,15-Aug-11,15-Aug-11,
12451,15-Aug-11,15-Aug-11,
12452,16-Aug-11,16-Aug-11,16-Aug-11
12453,16-Aug-11,16-Aug-11,
12454,16-Aug-11,16-Aug-11,26-Aug-11
12455,17-Aug-11,17-Aug-11,17-Aug-11
12456,17-Aug-11,17-Aug-11,17-Aug-11
12457,17-Aug-11,17-Aug-11,
12458,17-Aug-11,17-Aug-11,19-Aug-11
12459,19-Aug-11,19-Aug-11,19-Aug-11
12460,21-Aug-11,21-Aug-11,22-Aug-11
12461,22-Aug-11,22-Aug-11,
12462,19-Aug-11,19-Aug-11,
12462,19-Aug-11,19-Aug-11,
12462,19-Aug-11,19-Aug-11,
12463,23-Aug-11,23-Aug-11,
12463,23-Aug-11,23-Aug-11,
12464,23-Aug-11,23-Aug-11,23-Aug-11
12465,24-Aug-11,24-Aug-11,24-Aug-11
12466,24-Aug-11,24-Aug-11,30-Aug-11
12467,24-Aug-11,24-Aug-11,25-Aug-11
12468,25-Aug-11,25-Aug-11,26-Aug-11
12469,26-Aug-11,26-Aug-11,26-Aug-11
12470,26-Aug-11,26-Aug-11,
12471,26-Aug-11,26-Aug-11,
12472,30-Aug-11,30-Aug-11,25-Oct-11
12473,30-Aug-11,30-Aug-11,30-Aug-11
12474,30-Aug-11,30-Aug-11,
12475,30-Aug-11,30-Aug-11,30-Aug-11
12476,30-Aug-11,30-Aug-11,30-Aug-11
12477,31-Aug-11,31-Aug-11,31-Aug-11
12478,31-Aug-11,31-Aug-11,
12479,31-Aug-11,31-Aug-11,31-Aug-11
12480,01-Sep-11,01-Sep-11,01-Sep-11
12481,31-Aug-11,31-Aug-11,31-Aug-11
12482,01-Sep-11,01-Sep-11,02-Oct-11
12483,02-Sep-11,02-Sep-11,
12484,02-Sep-11,02-Sep-11,02-Sep-11
12485,02-Sep-11,02-Sep-11,02-Sep-11
12485,02-Sep-11,02-Sep-11,02-Sep-11
12486,02-Sep-11,02-Sep-11,
12487,02-Sep-11,02-Sep-11,02-Oct-11
12488,02-Sep-11,02-Sep-11,06-Sep-11
12489,02-Sep-11,02-Sep-11,
12490,05-Sep-11,05-Sep-11,05-Sep-11
12491,05-Sep-11,05-Sep-11,
12492,06-Sep-11,06-Sep-11,29-Sep-11
12493,06-Sep-11,06-Sep-11,09-Sep-11
12494,05-Sep-11,05-Sep-11,
12495,06-Sep-11,06-Sep-11,
12496,06-Sep-11,06-Sep-11,07-Sep-11
12497,07-Sep-11,07-Sep-11,07-Sep-11
12498,07-Sep-11,07-Sep-11,
12498,07-Sep-11,07-Sep-11,
12499,07-Sep-11,07-Sep-11,
12499,07-Sep-11,07-Sep-11,
12500,08-Sep-11,08-Sep-11,
12500,08-Sep-11,08-Sep-11,
12501,09-Sep-11,09-Sep-11,12-Sep-11
12502,09-Sep-11,09-Sep-11,
12503,12-Sep-11,12-Sep-11,12-Sep-11
12504,12-Sep-11,12-Sep-11,
12505,12-Sep-11,12-Sep-11,12-Sep-11
12506,13-Sep-11,13-Sep-11,14-Sep-11
12506,13-Sep-11,13-Sep-11,14-Sep-11
12506,13-Sep-11,13-Sep-11,14-Sep-11
12507,13-Sep-11,13-Sep-11,13-Sep-11
12508,13-Sep-11,13-Sep-11,16-Sep-11
12509,13-Sep-11,13-Sep-11,13-Sep-11
12510,13-Sep-11,13-Sep-11,19-Sep-11
12511,14-Sep-11,14-Sep-11,
12512,14-Sep-11,14-Sep-11,14-Sep-11
12513,15-Sep-11,15-Sep-11,
12514,16-Sep-11,16-Sep-11,
12515,16-Sep-11,16-Sep-11,
12516,19-Sep-11,19-Sep-11,19-Sep-11
12517,19-Sep-11,19-Sep-11,20-Sep-11
12518,20-Sep-11,20-Sep-11,
12519,20-Sep-11,20-Sep-11,20-Sep-11
12520,21-Sep-11,21-Sep-11,21-Sep-11
12521,20-Sep-11,20-Sep-11,
12522,21-Sep-11,21-Sep-11,21-Sep-11
12523,21-Sep-11,21-Sep-11,
12523,21-Sep-11,21-Sep-11,
12523,21-Sep-11,21-Sep-11,
12523,21-Sep-11,21-Sep-11,
12523,21-Sep-11,21-Sep-11,
12524,21-Sep-11,21-Sep-11,23-Sep-11
12525,23-Sep-11,23-Sep-11,28-Sep-11
12526,23-Sep-11,23-Sep-11,23-Sep-11
12527,23-Sep-11,23-Sep-11,
12528,26-Sep-11,26-Sep-11,26-Sep-11
12529,26-Sep-11,26-Sep-11,27-Sep-11
12530,27-Sep-11,27-Sep-11,27-Sep-11
12531,27-Sep-11,27-Sep-11,
12532,28-Sep-11,28-Sep-11,
12533,28-Sep-11,28-Sep-11,28-Sep-11
12534,28-Sep-11,28-Sep-11,28-Sep-11
12534,28-Sep-11,28-Sep-11,28-Sep-11
12534,28-Sep-11,28-Sep-11,28-Sep-11
12536,29-Sep-11,29-Sep-11,10-Oct-11
12537,29-Sep-11,29-Sep-11,29-Sep-11
12538,29-Sep-11,29-Sep-11,29-Sep-11
12539,29-Sep-11,29-Sep-11,29-Sep-11
12540,30-Sep-11,30-Sep-11,30-Sep-11
12541,03-Oct-11,03-Oct-11,03-Oct-11
12542,03-Oct-11,03-Oct-11,03-Oct-11
12543,03-Oct-11,03-Oct-11,
12543,03-Oct-11,03-Oct-11,
12544,03-Oct-11,03-Oct-11,31-Oct-11
12546,03-Oct-11,04-Oct-11,20-Oct-11
12547,04-Oct-11,04-Oct-11,
12548,04-Oct-11,04-Oct-11,04-Oct-11
12549,04-Oct-11,04-Oct-11,04-Oct-11
12549,04-Oct-11,04-Oct-11,04-Oct-11
12550,04-Oct-11,04-Oct-11,
12551,04-Oct-11,04-Oct-11,
12551,04-Oct-11,04-Oct-11,
12552,05-Oct-11,05-Oct-11,05-Oct-11
12553,05-Oct-11,,
12554,05-Oct-11,05-Oct-11,
12554,05-Oct-11,05-Oct-11,
12555,10-Oct-11,10-Oct-11,
12556,10-Oct-11,10-Oct-11,
12557,12-Oct-11,12-Oct-11,12-Oct-11
12558,12-Oct-11,12-Oct-11,17-Oct-11
12559,12-Oct-11,12-Oct-11,
12559,12-Oct-11,12-Oct-11,
12560,12-Oct-11,12-Oct-11,12-Oct-11
12562,12-Oct-11,12-Oct-11,14-Oct-11
12563,14-Oct-11,14-Oct-11,
12564,14-Oct-11,14-Oct-11,20-Oct-11
12565,14-Oct-11,14-Oct-11,
12566,18-Oct-11,18-Oct-11,18-Oct-11
12567,18-Oct-11,18-Oct-11,
12568,18-Oct-11,18-Oct-11,
12569,19-Oct-11,19-Oct-11,19-Oct-11
12570,19-Oct-11,19-Oct-11,
12571,20-Oct-11,20-Oct-11,21-Oct-11
12572,20-Oct-11,20-Oct-11,
12573,20-Oct-11,20-Oct-11,03-Nov-11
12574,21-Oct-11,21-Oct-11,21-Oct-11
12575,21-Oct-11,21-Oct-11,
12575,21-Oct-11,21-Oct-11,
12576,21-Oct-11,21-Oct-11,
12576,21-Oct-11,21-Oct-11,
12577,21-Oct-11,21-Oct-11,
12578,24-Oct-11,24-Oct-11,
12579,24-Oct-11,24-Oct-11,
12580,26-Oct-11,26-Oct-11,26-Oct-11
12581,26-Oct-11,26-Oct-11,15-Nov-11
12582,26-Oct-11,26-Oct-11,02-Nov-11
12583,31-Oct-11,31-Oct-11,
12584,31-Oct-11,31-Oct-11,
12585,01-Nov-11,01-Nov-11,24-Nov-11
12586,01-Nov-11,03-Nov-11,30-Nov-11
12587,01-Nov-11,01-Nov-11,23-Nov-11
12588,01-Nov-11,01-Nov-11,
12589,01-Nov-11,01-Nov-11,01-Nov-11
12590,01-Nov-11,01-Nov-11,01-Nov-11
12591,02-Nov-11,02-Nov-11,02-Nov-11
12592,02-Nov-11,02-Nov-11,02-Nov-11
12593,02-Nov-11,02-Nov-11,
12594,02-Nov-11,02-Nov-11,
12595,03-Nov-11,03-Nov-11,03-Nov-11
12596,03-Nov-11,03-Nov-11,03-Nov-11
12597,03-Nov-11,03-Nov-11,10-Nov-11
12598,04-Nov-11,04-Nov-11,08-Nov-11
12599,03-Nov-11,03-Nov-11,
12599,03-Nov-11,03-Nov-11,
12600,03-Nov-11,03-Nov-11,
12600,03-Nov-11,03-Nov-11,
12601,05-Nov-11,05-Nov-11,08-Nov-11
12602,07-Nov-11,07-Nov-11,07-Nov-11
12603,08-Nov-11,08-Nov-11,
12604,09-Nov-11,09-Nov-11,
12605,09-Nov-11,09-Nov-11,
12606,09-Nov-11,09-Nov-11,09-Nov-11
12607,09-Nov-11,09-Nov-11,
12607,09-Nov-11,09-Nov-11,
12608,10-Nov-11,10-Nov-11,
12609,10-Nov-11,10-Nov-11,04-Apr-12
12610,10-Nov-11,10-Nov-11,
12611,11-Nov-11,11-Nov-11,
12612,14-Nov-11,14-Nov-11,14-Nov-11
12612,14-Nov-11,14-Nov-11,14-Nov-11
12612,14-Nov-11,14-Nov-11,14-Nov-11
12613,14-Nov-11,14-Nov-11,14-Nov-11
12614,14-Nov-11,14-Nov-11,
12614,14-Nov-11,14-Nov-11,
12615,15-Nov-11,15-Nov-11,15-Nov-11
12615,15-Nov-11,15-Nov-11,15-Nov-11
12616,15-Nov-11,15-Nov-11,15-Nov-11
12617,16-Nov-11,16-Nov-11,16-Nov-11
12617,16-Nov-11,16-Nov-11,16-Nov-11
12618,16-Nov-11,16-Nov-11,16-Nov-11
12619,16-Nov-11,16-Nov-11,16-Nov-11
12620,16-Nov-11,16-Nov-11,
12620,16-Nov-11,16-Nov-11,
12621,17-Nov-11,17-Nov-11,17-Nov-11
12622,18-Nov-11,18-Nov-11,18-Nov-11
12623,21-Nov-11,21-Nov-11,
12624,21-Nov-11,21-Nov-11,
12625,21-Nov-11,,
12626,22-Nov-11,22-Nov-11,
12627,22-Nov-11,22-Nov-11,23-Nov-11
12628,22-Nov-11,22-Nov-11,23-Nov-11
12629,22-Nov-11,22-Nov-11,
12630,22-Nov-11,22-Nov-11,22-Nov-11
12631,23-Nov-11,23-Nov-11,24-Nov-11
12632,24-Nov-11,24-Nov-11,
12632,24-Nov-11,24-Nov-11,
12633,24-Nov-11,24-Nov-11,24-Nov-11
12634,24-Nov-11,24-Nov-11,
12635,24-Nov-11,24-Nov-11,
12636,24-Nov-11,24-Nov-11,28-Nov-11
12637,25-Nov-11,25-Nov-11,
12638,25-Nov-11,25-Nov-11,
12638,25-Nov-11,25-Nov-11,
12638,25-Nov-11,25-Nov-11,
12638,25-Nov-11,25-Nov-11,
12638,25-Nov-11,25-Nov-11,
12639,28-Nov-11,28-Nov-11,
12640,29-Nov-11,29-Nov-11,
12640,29-Nov-11,29-Nov-11,
12640,29-Nov-11,29-Nov-11,
12641,29-Nov-11,29-Nov-11,01-Dec-11
12642,29-Nov-11,29-Nov-11,
12643,30-Nov-11,30-Nov-11,30-Nov-11
12644,30-Nov-11,30-Nov-11,30-Nov-11
12644,30-Nov-11,30-Nov-11,30-Nov-11
12645,30-Nov-11,02-Dec-11,
12646,30-Nov-11,30-Nov-11,
12647,30-Nov-11,30-Nov-11,30-Nov-11
12648,01-Dec-11,01-Dec-11,
12649,01-Dec-11,01-Dec-11,
12650,01-Dec-11,01-Dec-11,
12650,01-Dec-11,01-Dec-11,
12651,01-Dec-11,01-Dec-11,22-Dec-11
12652,01-Dec-11,01-Dec-11,12-Jan-12
12653,02-Dec-11,02-Dec-11,
12654,02-Dec-11,02-Dec-11,05-Dec-11
12655,05-Dec-11,05-Dec-11,05-Dec-11
12656,05-Dec-11,05-Dec-11,
12657,05-Dec-11,05-Dec-11,05-Dec-11
12658,05-Dec-11,05-Dec-11,22-Mar-12
12658,05-Dec-11,05-Dec-11,22-Mar-12
12658,05-Dec-11,05-Dec-11,22-Mar-12
12659,06-Dec-11,06-Dec-11,
12660,07-Dec-11,07-Dec-11,07-Dec-11
12661,08-Dec-11,08-Dec-11,08-Dec-11
12662,08-Dec-11,08-Dec-11,
12663,08-Dec-11,08-Dec-11,
12664,08-Dec-11,08-Dec-11,
12665,09-Dec-11,09-Dec-11,21-Dec-11
12666,09-Dec-11,09-Dec-11,
12667,12-Dec-11,14-Dec-11,04-Jan-12
12667,12-Dec-11,14-Dec-11,04-Jan-12
12668,12-Dec-11,12-Dec-11,
12669,13-Dec-11,13-Dec-11,13-Dec-11
12670,14-Dec-11,14-Dec-11,14-Dec-11
12671,14-Dec-11,14-Dec-11,
12672,14-Dec-11,14-Dec-11,
12673,14-Dec-11,14-Dec-11,
12674,14-Dec-11,14-Dec-11,14-Dec-11
12675,15-Dec-11,15-Dec-11,16-Dec-11
12676,15-Dec-11,15-Dec-11,15-Dec-11
12676,15-Dec-11,15-Dec-11,15-Dec-11
12677,15-Dec-11,15-Dec-11,15-Dec-11
12678,16-Dec-11,16-Dec-11,16-Dec-11
12679,16-Dec-11,16-Dec-11,23-Dec-11
12679,16-Dec-11,16-Dec-11,23-Dec-11
12680,19-Dec-11,19-Dec-11,
12681,22-Dec-11,22-Dec-11,10-Jan-12
12682,22-Dec-11,22-Dec-11,22-Dec-11
12683,28-Dec-11,28-Dec-11,29-Dec-11
12684,30-Dec-11,30-Dec-11,30-Dec-11
12685,03-Jan-12,03-Jan-12,
12686,03-Jan-12,03-Jan-12,
12687,04-Jan-12,04-Jan-12,13-Dec-12
12687,04-Jan-12,04-Jan-12,13-Dec-12
12687,04-Jan-12,04-Jan-12,13-Dec-12
12688,04-Jan-12,04-Jan-12,
12689,04-Jan-12,04-Jan-12,04-Jan-12
12690,04-Jan-12,04-Jan-12,05-Jan-12
12691,04-Jan-12,04-Jan-12,
12692,06-Jan-12,06-Jan-12,31-Jan-12
12693,06-Jan-12,08-Jan-12,31-Jan-12
12693,06-Jan-12,08-Jan-12,31-Jan-12
12694,06-Jan-12,06-Jan-12,06-Jan-12
12695,06-Jan-12,06-Jan-12,
12695,06-Jan-12,06-Jan-12,
12696,10-Jan-12,10-Jan-12,10-Jan-12
12696,10-Jan-12,10-Jan-12,10-Jan-12
12697,10-Jan-12,10-Jan-12,
12698,11-Jan-12,11-Jan-12,11-Jan-12
12699,11-Jan-12,11-Jan-12,
12700,12-Jan-12,12-Jan-12,12-Jan-12
12701,13-Jan-12,13-Jan-12,13-Jan-12
12702,13-Jan-12,13-Jan-12,13-Jan-12
12704,13-Jan-12,13-Jan-12,13-Jan-12
12705,16-Jan-12,16-Jan-12,16-Jan-12
12706,16-Jan-12,16-Jan-12,16-Jan-12
12707,16-Jan-12,16-Jan-12,
12708,16-Jan-12,16-Jan-12,
12709,17-Jan-12,17-Jan-12,17-Jan-12
12710,17-Jan-12,17-Jan-12,17-Jan-12
12711,17-Jan-12,17-Jan-12,17-Jan-12
12712,17-Jan-12,17-Jan-12,18-Jan-12
12713,18-Jan-12,18-Jan-12,18-Jan-12
12714,18-Jan-12,18-Jan-12,18-Jan-12
12715,18-Jan-12,18-Jan-12,
12716,18-Jan-12,18-Jan-12,18-Jan-12
12717,18-Jan-12,18-Jan-12,25-Jan-12
12718,19-Jan-12,19-Jan-12,
12718,19-Jan-12,19-Jan-12,
12719,19-Jan-12,19-Jan-12,
12719,19-Jan-12,19-Jan-12,
12720,20-Jan-12,20-Jan-12,20-Jan-12
12721,20-Jan-12,20-Jan-12,
12722,20-Jan-12,20-Jan-12,01-Feb-12
12722,20-Jan-12,20-Jan-12,01-Feb-12
12723,20-Jan-12,20-Jan-12,20-Jan-12
12724,23-Jan-12,23-Jan-12,
12725,23-Jan-12,23-Jan-12,23-Jan-12
12726,23-Jan-12,23-Jan-12,24-Jan-12
12727,23-Jan-12,23-Jan-12,23-Jan-12
12728,23-Jan-12,23-Jan-12,
12729,24-Jan-12,24-Jan-12,24-Jan-12
12730,24-Jan-12,24-Jan-12,
12731,25-Jan-12,25-Jan-12,25-Jan-12
12732,25-Jan-12,25-Jan-12,
12733,25-Jan-12,25-Jan-12,25-Jan-12
12734,26-Jan-12,26-Jan-12,05-Mar-12
12735,26-Jan-12,26-Jan-12,26-Jan-12
12736,26-Jan-12,26-Jan-12,26-Jan-12
12737,27-Jan-12,27-Jan-12,27-Jan-12
12738,27-Jan-12,27-Jan-12,27-Jan-12
12739,27-Jan-12,27-Jan-12,
12740,24-Jan-12,24-Jan-12,
12741,30-Jan-12,30-Jan-12,31-Jan-12
12742,30-Jan-12,30-Jan-12,
12743,30-Jan-12,30-Jan-12,
12744,30-Jan-12,,
12745,31-Jan-12,31-Jan-12,31-Jan-12
12746,31-Jan-12,31-Jan-12,
12747,31-Jan-12,31-Jan-12,
12749,31-Jan-12,31-Jan-12,01-Feb-12
12750,31-Jan-12,31-Jan-12,31-Jan-12
12751,01-Feb-12,01-Feb-12,29-Feb-12
12752,01-Feb-12,01-Feb-12,01-Feb-12
12752,01-Feb-12,01-Feb-12,01-Feb-12
12753,01-Feb-12,01-Feb-12,01-Feb-12
